Sno.,PName,Desc,Keywords,Date,Plink
278,Chatbox 40,"ChatBox 40 is a direct selection and scanning communicator designed for use by individuals with communication or speech disabilities. This voice output device speaks pre-recorded messages when the user presses buttons on the adjustable keyboard display. The unit also supports switch scanning options for individuals who are unable to press buttons. The keyboard display supports 10 large keys or 40 standard-sized keys, with ten levels of messages. Single-switch, dual-switch, and joystick scanning are available in row/column, linear, directional, latched, direct, and step scanning modes. All scanning modes are visually supported with lights on the keys. The scanning time is variable from 0.1 to 10 seconds. The text of recorded messages and menu-driven setup utilities can be displayed on a two-line LCD display. The device has volume control and an on/Off switch with automatic power-down, and comes with a carrying case. POWER: Uses rechargeable lithium-ion battery with alternating current (AC) adapter. DIMENSIONS (LxW): 8.3 x 12 inches. Keys measure .9 x .9 inches each on a 40-key display or 1.9 x 1.9 inches each on a 10-key display. WEIGHT: 2.25 pounds. WARRANTY: 12 months.","['voice output device', 'light', 'text', 'key', 'battery', 'scanning options', 'setup utilities', 'case', 'level', 'second', 'joystick scanning', 'ChatBox', 'POWER', 'power-down', 'AC', 'message', 'unit', 'Keys measure .9 x .9', 'device', 'use', 'WEIGHT', 'communication', 'communicator', 'user', 'switch', 'button', 'display', 'individual', 'row/column', 'month', 'WARRANTY', 'mode', 'time', 'LCD display', 'Single-switch', 'speech disabilities', 'step', 'pound', 'selection', 'inch', 'DIMENSIONS', 'adapter', 'LxW', 'dual-switch', 'volume control', 'keyboard display']",05/06/2012,https://abledata.acl.gov/product/chatbox-40
279,WalkingBelt,"WalkingBelt is designed for children with impaired strength and stability during gait training. WalkingBelt, provides support around the torso and is held in place with a padded leg harness. The length of the two padded handles can be adapted to give the therapist a comfortable working position when walking close to the child holding the handles to provide the child with additional support and stability during gait training. WalkingBelt is not to be used as an assistive device for lifting. WalkingBelt has soft polyester velvet. The material is also anti-slip and designed to stay in position and prevent slipping.","['WalkingBelt', 'place', 'torso', 'material', 'training', 'strength', 'stability', 'length', 'support', 'therapist', 'child', 'device', 'polyester velvet', 'leg harness', 'prevent slipping', 'handle', 'position']",01/12/2016,https://abledata.acl.gov/product/walkingbelt
280,KJB Bionic Ear,"Bionic Ear and Booster Set® is a listening device designed for hearing impaired individuals to amplify faint or distant sounds, done by pointing the unit in the direction of sounds up to 100 yards away. The set comes with a 12-inch parabolic dish and has a recorder output jack to record the sounds picked up by the Bionic Ear. With this device, the user can magnify faint or distant sounds. Features include:","['dish', 'hearing', 'faint', 'individual', 'Features', 'yard', 'set', 'unit', 'recorder output jack', 'device', 'Bionic Ear', 'direction', 'Ear', 'Booster Set®', 'user', 'sound']",05/19/2016,https://abledata.acl.gov/product/kjb-bionic-ear
281,Large Print Word Seek Puzzles,"The Large Print Word Seek Puzzles is a large print book filled with over 50 Penny Press Word Seeks in easy to read type. Approved by the National Association for Visually Handicapped, this book is designed for recreational use by low vision individuals.","['book', 'Large Print Word Seek Puzzles', 'type', 'print book', 'National Association', 'Visually Handicapped', 'use', 'vision individuals', 'Penny Press Word Seeks']",02/06/2017,https://abledata.acl.gov/product/large-print-word-seek-puzzles
282,Accessibyte Arcade,"Accessibyte Arcade is a collection of nine interactive and accessible computer games designed for students with learning disabilities, cognitive disabilities, or who are blind. Each game is designed from the ground up to be visually, audibly, and cognitively accessible to a wide spectrum of players. The user can choose from different font styles and sizes, different color options for text and background and can save schemes so multiple students can play on the same machine. The user an customize the speed and pitch of the voices, there is audible presentation prompting of typed prompts. It has immersive sound effects and hidden secrets that keep game play interesting.","['Accessibyte Arcade', 'text', 'customize', 'font styles', 'player', 'background', 'game', 'color options', 'student', 'secret', 'spectrum', 'scheme', 'machine', 'user', 'prompt', 'game play interesting', 'disability', 'presentation prompting', 'sound effects', 'size', 'collection', 'ground', 'computer games', 'voice', 'speed', 'pitch']",05/25/2017,https://abledata.acl.gov/product/accessibyte-arcade
283,Sign Language Fun in the Early Childhood Classroom Book,"Help students improve verbal communication, visual discrimination, spatial memory, early reading skills, and more. This multisensory approach can help all students (hearing, hearing-impaired, deaf, special needs, gifted, and English language learners) improve language and literacy skills. No previous experience with American Sign Language is needed. Includes teaching suggestions, games, activities, songs, rhymes, literature recommendations, and reproducible sign language cards.","['language learners', 'Includes', 'suggestion', 'language', 'discrimination', 'sign language cards', 'game', 'memory', 'student', 'experience', 'communication', 'deaf', 'approach', 'Sign Language', 'activity', 'Help students', 'song', 'reading skills', 'need', 'literacy skills', 'literature recommendations', 'rhyme']",03/11/2019,https://abledata.acl.gov/product/sign-language-fun-early-childhood-classroom-book
284,Poly Smock Top,"The Poly Smock Top is designed as clothing older women who are nursing home residents or are otherwise impaired. It has a button front closure, short sleeves & patch pockets, and is made of 100% polyester pique. SIZES: 32-52. COLOR: Variety of prints.","['patch pockets', 'COLOR', '% polyester pique', 'sleeve', 'home residents', 'button front closure', 'SIZES', 'Poly Smock Top', 'woman', 'Variety', 'print', 'clothing']",10/25/2010,https://abledata.acl.gov/product/poly-smock-top
285,Better Snap Back Slip,"The Better Snap Back Slip is designed to aid in dressing female nursing home residents and women who are otherwise impaired. The slip has wide shoulder straps and reinforced snaps. It is made of a cotton/poly blend. SIZES: S, M, L, XL, 2X, 3X. COLOR: White.","['nursing home residents', 'Better Snap Back Slip', 'COLOR', 'S', 'blend', 'SIZES', 'XL', 'White', 'M', 'woman', 'shoulder straps', 'slip', 'snap', 'L']",10/24/2010,https://abledata.acl.gov/product/better-snap-back-slip
286,Visuospatial I,"Visuospatial I is a series of six visual spatial training programs. Maze I, II records time and errors for user to maneuver through a floor plan as rapidly as possible without hitting the walls. Cube-in-the-Box I, II records time intervals for user to keep a cursor in a randomly jumping frame. Line Orientation I, II displays an array of lines and asks the user to rotate a single line on the right of the screen to match a randomly selected item in the array, matching either visually or from memory. Fine Motor asks the user to maneuver the cursor along a track on the screen at a fast but steady pace (cursor will disappear briefly if user proceeds too quickly); program records time and number of restarts. Visual Perception (Closure and Integration of Parts) records success at recognizing a shape from visual presentation through a vertical slit sweeping across the screen, exposing only a portion at a time. Paddle Ball asks user to intercept a ball at the bottom of screen with game paddle to keep it in play. Programs require use of paddles or joystick; contact manufacturer for details. COMPATIBILITY: For use on IBM and compatible computers or Apple Macintosh computers. SYSTEM REQUIRMENTS: Microsoft Windows XP or later or Apple Mac OS X.","['COMPATIBILITY', 'detail', 'Programs', 'Apple Macintosh computers', 'proceeds', 'computer', 'array', 'wall', 'track', 'item', 'memory', 'Paddle Ball', 'series', 'cursor', 'briefly', 'Windows XP', 'ball', 'Cube-in-the-Box', 'line', 'use', 'training programs', 'records success', 'pace', 'manufacturer', 'randomly jumping frame', 'user', 'II', 'shape', 'presentation', 'bottom', 'paddle', 'game paddle', 'II records time', 'Integration', 'portion', 'Parts', 'Closure', 'error', 'time', 'floor plan', 'Perception', 'number', 'II records time intervals', 'screen', 'program records time', 'slit', 'Fine Motor', 'IBM', 'Apple Mac OS X', 'Maze', 'right', 'Line Orientation', 'restarts', 'play', 'joystick']",08/27/2012,https://abledata.acl.gov/product/visuospatial-i
287,Dogs And Puppies: An Interactive Book For Memory Impaired Adults,"Dogs and Puppies, written by Matthew Schneider and Deborah Drapac, is one of a collection of eight interactive books designed specifically to enhance the quality of communication between caregivers and adults experiencing memory loss. Through its vivid photography and large-print text written in clear, concise, and easy-to-read sentences, these books have been developed to evoke memories, initiate conversation, and supply mental and physical stimulation. Each book is comprised of three unique sections:
• The Story - Designed to entertain, inform, inspire, and/or educate; evoke memories and encourage opportunities to reminisce; and foster an interest in reading.
• Conversation Starters - Feature a combination of close-ended (yes or no) and open-ended questions that directly correlate to individual sets of pages from the story; are designed to prompt a dialog from past experiences, events and/or relationships; and provide an opportunity to share special memories and unique experiences.
• Activities - Designed to provide additional mental and physical enrichment; are based on sensory stimulation, creative expression, and physical movement; and correspond to the overall theme of each book.The interactive book, Dogs and Puppies, chronicles the antics and adventures of man's best friend. From playing catch in the park to rooting for scraps in the trash, each heartwarming tale accompanied by an endearing photograph, recalls a treasured moment of dog ownership. This book includes heartwarming tales, innovative conversation starters, and practical activities.FORMAT: Hardcover
LENGTH: 64 pages
DIMENSIONS: 8.5"" x 10.5""","['stimulation', 'text', 'book.The', 'educate', 'antic', 'Story', 'dialog', 'combination', 'memory', 'page', 'trash', 'adventure', 'movement', 'experience', 'adult', 'interest', 'tale', 'question', 'Conversation Starters', 'communication', 'supply', 'event', 'sentence', 'park', 'conversation starters', 'share', 'mental', 'book', 'man', 'memory loss', 'x', 'story', 'opportunity', 'conversation', 'friend', 'dog ownership', 'set', 'Deborah Drapac', 'inspire', 'scrap', 'correspond', 'theme', 'Matthew Schneider', 'concise', 'Puppies', 'quality', 'photograph', 'caregiver', 'enrichment', 'collection', 'section', 'Hardcover LENGTH', 'Feature', 'vivid photography', 'relationship', 'expression', 'activities.FORMAT', 'pages DIMENSIONS', 'Dogs', '• Activities', 'moment', 'catch']",04/06/2014,https://abledata.acl.gov/product/dogs-and-puppies-interactive-book-memory-impaired-adults
